,sent_a,sent_b,label
1570,Many glasses aren't cleaned by the men.,Many glasses aren't cleaned by the committees.,0.0
1571,Cilantro wasn't hidden by some fish.,Cilantro wasn't hidden by some teacher.,1.0
1572,That hill is seen by the children.,That hill is seen by the rabbits.,0.0
1573,Debra wasn't admired by the geese.,Debra wasn't admired by the drivers.,1.0
1574,These sketches were researched by some axes.,These sketches were researched by some girls.,1.0
1575,Bethany isn't thought about by the windows.,Bethany isn't thought about by the ladies.,1.0
1576,A grocery store is researched by the ellipsis.,A grocery store is researched by the actor.,1.0
1577,That cafe isn't driven to by some teachers.,That cafe isn't driven to by some documentary.,0.0
1578,Spain wasn't toured by some company.,Spain wasn't toured by some customer.,1.0
1579,That ladder wasn't descended by the convertibles.,That ladder wasn't descended by the cashier.,1.0
1580,Thomas wasn't hugged by some projectors.,Thomas wasn't hugged by some guest.,1.0
1581,That fish is taken by the teacher.,That fish is taken by the series.,0.0
1582,This art gallery wasn't passed by some teeth.,This art gallery wasn't passed by some woman.,1.0
1583,These unicycles are seen by the deer.,These unicycles are seen by the guests.,1.0
1584,Timothy was praised by the geese.,Timothy was praised by the waitresses.,1.0
1585,Curtis is concealed by some teenager.,Curtis is concealed by some paralysis.,0.0
1586,These universities were boycotted by some mirrors.,These universities were boycotted by some lady.,1.0
1587,Many malls aren't messed up by some actresses.,Many malls aren't messed up by some skateboards.,0.0
1588,Deanna isn't boasted about by some waiters.,Deanna isn't boasted about by some wheelbarrows.,0.0
1589,Jacqueline was talked to by the cashiers.,Jacqueline was talked to by the feet.,0.0
1590,That patient wasn't helped by the reports.,That patient wasn't helped by the boy.,1.0
1591,Deborah isn't watched by some children.,Deborah isn't watched by some fish.,0.0
1592,Some hill was escaped from by the actresses.,Some hill was escaped from by the fungus.,0.0
1593,Theodore is referenced by some muffins.,Theodore is referenced by some driver.,1.0
1594,Every skateboard isn't lifted by the oxen.,Every skateboard isn't lifted by the man.,1.0
1595,All public parks were explored by some teenager.,All public parks were explored by some screen.,0.0
1596,This cake is seen by the pedestrians.,This cake is seen by the parentheses.,0.0
1597,Every person wasn't cared for by the offspring.,Every person wasn't cared for by the fungus.,0.0
1598,Edward wasn't insulted by some alumni.,Edward wasn't insulted by some oxen.,0.0
1599,Brad was investigated by the rabbits.,Brad was investigated by the actresses.,1.0
1600,Who aren't most hospitals that hadn't talked about most waitresses alarming?,Who aren't most waitresses alarming most hospitals that hadn't talked about?,0.0
1601,Who hasn't Cheryl attacked this sister of these dancers who shocked?,Who hasn't this sister of these dancers who shocked Cheryl attacked?,1.0
1602,Who should some grandsons of Janice hate Lawrence's lawyers who have scared?,Who should Lawrence's lawyers who have scared some grandsons of Janice hate?,1.0
1603,Who hadn't some driver who would fire Jennifer's colleague embarrassed?,Who hadn't Jennifer's colleague embarrassed some driver who would fire?,0.0
1604,Who haven't these fathers of Gerald who impressed Deborah's tutors loved?,Who haven't Deborah's tutors loved these fathers of Gerald who impressed?,0.0
1605,Who couldn't Carmen observe nephews of Victoria that did conceal?,Who couldn't nephews of Victoria that did conceal Carmen observe?,1.0
1606,Who wouldn't all mothers of Florence who disturbed Katherine forget?,Who wouldn't Katherine forget all mothers of Florence who disturbed?,0.0
1607,Who couldn't some teacher's piano teachers that were criticizing a movie about politics upset?,Who couldn't a movie about politics upset some teacher's piano teachers that were criticizing?,0.0
1608,Who weren't the dancers admiring these people that had hated?,Who weren't these people that had hated the dancers admiring?,1.0
1609,Who did Anna's dentists disturb this actor that wouldn't astound?,Who did this actor that wouldn't astound Anna's dentists disturb?,1.0
1610,Who was Tonya approaching Gary's lawyer who could respect?,Who was Gary's lawyer who could respect Tonya approaching?,1.0
1611,Who haven't Tonya's daughters questioned Edward's plumbers that had listened to?,Who haven't Edward's plumbers that had listened to Tonya's daughters questioned?,1.0
1612,What can't some actor argue about a guest who would like?,What can't a guest who would like some actor argue about?,1.0
1613,Who wasn't Samuel healing that actor's father who can't bore?,Who wasn't that actor's father who can't bore Samuel healing?,1.0
1614,Who was Andrew's ex-wife who isn't insulting Kevin approaching?,Who was Kevin approaching Andrew's ex-wife who isn't insulting?,0.0
1615,Who is Bill's nephew that won't attack Janice listening to?,Who is Janice listening to Bill's nephew that won't attack?,0.0
1616,Who is that cashier who knew that actress's podiatrist thinking about?,Who is that actress's podiatrist thinking about that cashier who knew?,0.0
1617,Who isn't Kathleen confusing the cousin of Craig that wasn't talking to?,Who isn't the cousin of Craig that wasn't talking to Kathleen confusing?,1.0
1618,Who hadn't these actresses' grandmothers described a brother of Renee who was upsetting?,Who hadn't a brother of Renee who was upsetting these actresses' grandmothers described?,1.0
1619,Who hadn't Daniel found Steven's brothers who had seen?,Who hadn't Steven's brothers who had seen Daniel found?,1.0
1620,What can't Anne admire a lot of fathers of Monet that liked?,What can't a lot of fathers of Monet that liked Anne admire?,1.0
1621,Who had some libraries listened to Joel's dermatologists who did flee from?,Who had Joel's dermatologists who did flee from some libraries listened to?,1.0
1622,Who hadn't Meredith's employee cared for Lissa's piano teachers who wouldn't return to?,Who hadn't Lissa's piano teachers who wouldn't return to Meredith's employee cared for?,1.0
1623,What does a patient conceal Cynthia's grandmother who won't love?,What does Cynthia's grandmother who won't love a patient conceal?,1.0
1624,Who couldn't a lot of cousins of many actors that were watching this guest observe?,Who couldn't this guest observe a lot of cousins of many actors that were watching?,0.0
1625,Who are a lot of students astounding a lot of universities that were talking to?,Who are a lot of universities that were talking to a lot of students astounding?,1.0
1626,Who might every senator's associates love Emily's French teachers that weren't watching?,Who might Emily's French teachers that weren't watching every senator's associates love?,1.0
1627,Who can't senators that should visit Regina's supervisor kiss?,Who can't Regina's supervisor kiss senators that should visit?,0.0
1628,Who had some ladies that had hired Omar returned to?,Who had Omar returned to some ladies that had hired?,0.0
1629,Who hadn't Theodore's nephew that had appreciated every report sounded like?,Who hadn't every report sounded like Theodore's nephew that had appreciated?,0.0
1630,Who was Brenda's contractor that attacked Regina hugging?,Who was Regina hugging Brenda's contractor that attacked?,0.0
1631,Who hasn't Holly's plumber who was curing Amanda scared?,Who hasn't Amanda scared Holly's plumber who was curing?,0.0
1632,Who isn't Diana's partner that isn't distracting Melinda finding?,Who isn't Melinda finding Diana's partner that isn't distracting?,0.0
1633,Who were a lot of boys annoying Florence's oncologists that revealed?,Who were Florence's oncologists that revealed a lot of boys annoying?,1.0
1634,Who aren't the mothers of Tina who hid the windows bothering?,Who aren't the windows bothering the mothers of Tina who hid?,0.0
1635,Who would that university that appreciates those schools irritate?,Who would those schools irritate that university that appreciates?,0.0
1636,Who can't Allison observe Galileo's sister that doesn't notice?,Who can't Galileo's sister that doesn't notice Allison observe?,1.0
1637,Who wouldn't Noah's lawyer who hadn't disagreed with James observe?,Who wouldn't James observe Noah's lawyer who hadn't disagreed with?,0.0
1638,Who had ladies who boasted about Danielle astounded?,Who had Danielle astounded ladies who boasted about?,0.0
1639,Who hasn't some son of Grace who alarmed Tanya's daughter embarrassed?,Who hasn't Tanya's daughter embarrassed some son of Grace who alarmed?,0.0
1640,What weren't all dancers discovering Janice's ex-boyfriends that discovered?,What weren't Janice's ex-boyfriends that discovered all dancers discovering?,1.0
1641,Who is a woman who insults this student praising?,Who is this student praising a woman who insults?,0.0
1642,Who are Gina's best friends that are boasting about the customers hugging?,Who are the customers hugging Gina's best friends that are boasting about?,0.0
1643,What hasn't Jesus's associate that loved Edward thought about?,What hasn't Edward thought about Jesus's associate that loved?,0.0
1644,Who isn't the nephew of Ella that praises Mitchell curing?,Who isn't Mitchell curing the nephew of Ella that praises?,0.0
1645,Who is Jennifer's best friend hugging every waiter who listens to?,Who is every waiter who listens to Jennifer's best friend hugging?,1.0
1646,Who should that actress who will question Mitchell remember?,Who should Mitchell remember that actress who will question?,0.0
1647,What has Stephanie healed this teacher that can't find?,What has this teacher that can't find Stephanie healed?,1.0
1648,Who was Nicole talking about Gary's dentist who could embarrass?,Who was Gary's dentist who could embarrass Nicole talking about?,1.0
1649,Who hadn't Patrick talked about some friend of Melissa that has attacked?,Who hadn't some friend of Melissa that has attacked Patrick talked about?,1.0
1650,Who hadn't Martin worked with a niece of Guy that remembers?,Who hadn't a niece of Guy that remembers Martin worked with?,1.0
1651,Who hadn't a lot of waiters that hadn't insulted Vincent listened to?,Who hadn't Vincent listened to a lot of waiters that hadn't insulted?,0.0
1652,Who aren't Aaron's grandsons that had talked about Patrick's piano teachers hurting?,Who aren't Patrick's piano teachers hurting Aaron's grandsons that had talked about?,0.0
1653,Who wasn't Dan's boss who listened to those cashiers' daughter astounding?,Who wasn't those cashiers' daughter astounding Dan's boss who listened to?,0.0
1654,Who hadn't some teacher who wasn't stunning Spain hired?,Who hadn't Spain hired some teacher who wasn't stunning?,0.0
1655,Who weren't some doctors disagreeing with these pedestrians that were distracting?,Who weren't these pedestrians that were distracting some doctors disagreeing with?,1.0
1656,Who won't all cashiers' father that is irritating Pamela talk about?,Who won't Pamela talk about all cashiers' father that is irritating?,0.0
